订单号,成交时间,商品ID,商品名称,数量,单价,实付金额,运费,优惠金额,买家ID,退款状态,订单状态,备注
TB0000403,2026-08-10 12:33:01,2301529,服饰鞋包-商品1529,1,107.94,107.94,0,0,1000488,未退款,已完成,
TB0000404,2026-08-11 01:18:26,1624684,食品生鲜-商品4684,1,9.57,9.57,0,0,1000488,未退款,已完成,
TB0000405,2026-08-12 06:00:13,2147704,家居日用-商品7704,1,118.6,118.6,0,0,1000488,未退款,已完成,
TB0000406,2026-08-09 04:35:11,4309498,运动户外-商品9498,1,181.36,181.36,0,0,1000490,未退款,已完成,
TB0000407,2026-08-09 05:47:47,2277740,图书文创-商品7740,1,27.76,27.76,0,0,1000490,未退款,已完成,
TB0000408,2026-08-08 23:24:32,2126706,家居日用-商品6706,1,88.73,88.73,0,0,1000497,未退款,已完成,
TB0000409,2026-08-10 02:50:27,5100411,美妆个护-商品0411,1,22.67,22.67,0,0,1000504,未退款,已完成,
TB0000410,2026-08-04 10:15:34,3851715,母婴玩具-商品1715,1,188.18,188.18,0,0,1000505,未退款,已完成,
TB0000411,2026-08-06 12:03:02,2764166,运动户外-商品4166,1,112.39,112.39,0,0,1000505,未退款,已完成,
TB0000412,2026-08-06 14:03:01,3703595,图书文创-商品3595,1,45.13,45.13,0,0,1000505,未退款,已完成,
TB0000412,2026-08-06 14:03:01,4892533,图书文创-商品2533,1,28.58,28.58,0,0,1000505,未退款,已完成,
TB0000413,2026-08-08 08:18:30,2957930,美妆个护-商品7930,1,189.74,189.74,0,0,1000505,未退款,已完成,
TB0000414,2026-08-10 10:12:15,2777432,运动户外-商品7432,1,177.76,177.76,0,0,1000505,未退款,已完成,
TB0000415,2026-08-06 10:52:54,2102332,母婴玩具-商品2332,1,76.23,76.23,0,0,1000511,未退款,已完成,
TB0000416,2026-08-12 10:34:42,3356337,家居日用-商品6337,1,110.65,110.65,0,0,1000511,未退款,已完成,
TB0000417,2026-08-12 10:37:34,2601319,家居日用-商品1319,1,68.53,68.53,0,0,1000511,未退款,已完成,
TB0000418,2026-08-04 07:39:45,4265613,美妆个护-商品5613,1,69.73,69.73,0,0,1000519,未退款,已完成,
TB0000419,2026-08-06 07:38:44,2612578,美妆个护-商品2578,1,46.21,46.21,0,0,1000519,未退款,已完成,
TB0000420,2026-08-05 11:12:31,4174548,运动户外-商品4548,1,243.31,243.31,0,0,1000520,未退款,已完成,
TB0000421,2026-08-10 06:28:16,4200321,家居日用-商品0321,1,15.58,15.58,0,0,1000520,未退款,已完成,
TB0000422,2026-08-11 02:46:54,1466828,母婴玩具-商品6828,1,136.0,136.0,0,0,1000520,未退款,已完成,
TB0000423,2026-08-05 06:31:34,3101480,服饰鞋包-商品1480,1,51.2,51.2,0,0,1000538,未退款,已完成,
TB0000424,2026-08-12 06:30:27,4156341,美妆个护-商品6341,1,89.75,89.75,0,0,1000538,未退款,已完成,
TB0000425,2026-08-10 13:54:01,735234,美妆个护-商品5234,1,137.06,137.06,0,0,1000539,未退款,已完成,
TB0000426,2026-08-11 05:43:56,4366283,家居日用-商品6283,1,44.5,44.5,0,0,1000541,未退款,已完成,
TB0000427,2026-08-06 01:47:49,3404493,运动户外-商品4493,1,200.96,200.96,0,0,1000565,未退款,已完成,
TB0000428,2026-08-06 14:59:08,1164939,家居日用-商品4939,1,79.74,79.74,0,0,1000565,未退款,已完成,
TB0000429,2026-08-10 09:47:10,3404493,运动户外-商品4493,1,107.18,107.18,0,0,1000565,未退款,已完成,
TB0000430,2026-08-10 13:49:09,3811364,图书文创-商品1364,1,58.29,58.29,0,0,1000565,未退款,已完成,
TB0000431,2026-08-11 06:37:17,2289173,数码家电-商品9173,1,755.16,755.16,0,0,1000565,未退款,已完成,
TB0000432,2026-08-11 06:43:03,870280,数码家电-商品0280,1,434.56,434.56,0,0,1000565,未退款,已完成,
TB0000433,2026-08-08 01:32:11,1458258,图书文创-商品8258,1,51.88,51.88,0,0,1000573,未退款,已完成,
TB0000434,2026-08-08 06:15:52,2779133,母婴玩具-商品9133,1,62.17,62.17,0,0,1000573,未退款,已完成,
TB0000435,2026-08-06 03:26:24,1958907,食品生鲜-商品8907,1,73.79,73.79,0,0,1000581,未退款,已完成,
TB0000436,2026-08-06 03:49:23,4126091,食品生鲜-商品6091,1,84.97,84.97,0,0,1000581,未退款,已完成,
TB0000437,2026-08-08 08:08:28,2565270,家居日用-商品5270,1,108.28,108.28,0,0,1000581,未退款,已完成,
TB0000438,2026-08-10 05:52:24,1910706,数码家电-商品0706,1,310.33,310.33,0,0,1000588,未退款,已完成,
TB0000439,2026-08-10 14:05:12,572806,运动户外-商品2806,1,221.21,221.21,0,0,1000588,未退款,已完成,
TB0000440,2026-08-07 01:56:14,159912,母婴玩具-商品9912,1,120.89,120.89,0,0,1000590,已退款,已退款,
TB0000441,2026-08-12 03:03:32,99857,图书文创-商品9857,1,40.76,40.76,0,0,1000590,未退款,已完成,
TB0000442,2026-08-05 12:25:05,3268438,食品生鲜-商品8438,1,66.24,66.24,0,0,1000596,未退款,已完成,
TB0000443,2026-08-08 08:24:56,1989489,母婴玩具-商品9489,1,147.49,147.49,0,0,1000596,未退款,已完成,
TB0000443,2026-08-08 08:24:56,1104712,食品生鲜-商品4712,1,67.13,67.13,0,0,1000596,未退款,已完成,
TB0000444,2026-08-10 14:25:36,2274824,图书文创-商品4824,1,27.79,27.79,0,0,1000610,未退款,已完成,
TB0000445,2026-08-11 06:26:41,2850795,数码家电-商品0795,1,567.72,567.72,0,0,1000610,已退款,已退款,
TB0000446,2026-08-11 07:33:20,3252008,服饰鞋包-商品2008,1,190.84,190.84,0,0,1000610,未退款,已完成,
TB0000447,2026-08-12 14:18:57,4021960,运动户外-商品1960,1,195.78,195.78,0,0,1000610,未退款,已完成,
TB0000448,2026-08-06 04:39:57,267794,图书文创-商品7794,1,64.32,64.32,0,0,1000630,未退款,已完成,
TB0000448,2026-08-06 04:39:57,3329232,美妆个护-商品9232,1,87.4,87.4,0,0,1000630,未退款,已完成,
TB0000449,2026-08-08 06:43:09,2350776,母婴玩具-商品0776,1,58.02,58.02,0,0,1000630,未退款,已完成,
TB0000450,2026-08-03 16:32:17,1011371,家居日用-商品1371,1,95.2,95.2,0,0,1000636,未退款,已完成,
TB0000451,2026-08-04 16:10:08,2633450,图书文创-商品3450,1,39.44,39.44,0,0,1000636,未退款,已完成,
TB0000452,2026-08-06 06:56:51,5025832,数码家电-商品5832,1,562.21,562.21,0,0,1000636,未退款,已完成,
TB0000453,2026-08-06 16:45:10,2470718,图书文创-商品0718,1,44.25,44.25,0,0,1000636,未退款,已完成,
TB0000454,2026-08-07 12:28:02,44202,图书文创-商品4202,1,61.38,61.38,0,0,1000636,未退款,已完成,
TB0000455,2026-08-08 16:00:36,1559384,数码家电-商品9384,1,629.93,629.93,0,0,1000636,未退款,已完成,
TB0000456,2026-08-09 16:01:05,1766214,家居日用-商品6214,1,20.06,20.06,0,0,1000636,未退款,已完成,
TB0000457,2026-08-09 16:04:45,2675011,食品生鲜-商品5011,1,29.41,29.41,0,0,1000636,未退款,已完成,
TB0000458,2026-08-05 08:24:23,4454651,服饰鞋包-商品4651,1,53.21,53.21,0,0,1000641,未退款,已完成,
TB0000459,2026-08-06 07:12:35,4454651,服饰鞋包-商品4651,1,139.7,139.7,0,0,1000641,未退款,已完成,
TB0000460,2026-08-06 20:06:41,3050776,服饰鞋包-商品0776,1,122.55,122.55,0,0,1000641,已退款,已退款,
TB0000461,2026-08-06 20:15:23,4161852,服饰鞋包-商品1852,1,116.33,116.33,0,0,1000641,未退款,已完成,
TB0000462,2026-08-07 05:18:34,2704379,图书文创-商品4379,1,23.69,23.69,0,0,1000641,已退款,已退款,
TB0000463,2026-08-08 10:21:47,4270664,图书文创-商品0664,1,65.19,65.19,0,0,1000641,未退款,已完成,
TB0000464,2026-08-09 14:33:55,4035255,运动户外-商品5255,1,168.96,168.96,0,0,1000641,未退款,已完成,
TB0000465,2026-08-05 04:31:47,2281036,母婴玩具-商品1036,1,100.02,100.02,0,0,1000647,未退款,已完成,
TB0000466,2026-08-08 09:50:55,116348,食品生鲜-商品6348,1,18.81,18.81,0,0,1000650,未退款,已完成,
TB0000467,2026-08-07 11:54:43,2657955,运动户外-商品7955,1,372.38,372.38,0,0,1000659,未退款,已完成,
TB0000468,2026-08-07 15:01:15,149734,数码家电-商品9734,1,277.89,277.89,0,0,1000659,未退款,已完成,
TB0000469,2026-08-08 12:14:04,4336297,家居日用-商品6297,1,16.72,16.72,0,0,1000659,未退款,已完成,
TB0000470,2026-08-10 12:56:46,3692612,美妆个护-商品2612,1,194.56,194.56,0,0,1000659,未退款,已完成,
TB0000471,2026-08-04 15:03:27,4801318,家居日用-商品1318,1,77.36,77.36,0,0,1000664,未退款,已完成,
TB0000472,2026-08-04 15:16:44,1808610,家居日用-商品8610,1,115.37,115.37,0,0,1000664,未退款,已完成,
TB0000473,2026-08-09 12:05:01,1043320,数码家电-商品3320,1,815.83,815.83,0,0,1000664,已退款,已退款,
TB0000474,2026-08-09 12:09:52,2219401,数码家电-商品9401,1,659.79,659.79,0,0,1000664,未退款,已完成,
TB0000475,2026-08-09 12:43:23,4424720,图书文创-商品4720,1,32.82,32.82,0,0,1000664,未退款,已完成,
TB0000476,2026-08-07 05:23:31,4489776,运动户外-商品9776,1,59.54,59.54,0,0,1000676,未退款,已完成,
TB0000477,2026-08-11 07:10:10,399942,美妆个护-商品9942,1,70.07,70.07,0,0,1000676,未退款,已完成,
TB0000478,2026-08-11 10:59:46,2440667,数码家电-商品0667,1,739.96,739.96,0,0,1000676,未退款,已完成,
TB0000479,2026-08-06 02:13:31,3146059,运动户外-商品6059,1,87.65,87.65,0,0,1000684,未退款,已完成,
TB0000479,2026-08-06 02:13:31,4665452,运动户外-商品5452,1,178.55,178.55,0,0,1000684,未退款,已完成,
TB0000479,2026-08-06 02:13:31,5026858,家居日用-商品6858,1,135.52,135.52,0,0,1000684,未退款,已完成,
TB0000479,2026-08-06 02:13:31,2108727,美妆个护-商品8727,1,65.16,65.16,0,0,1000684,未退款,已完成,
TB0000480,2026-08-07 13:26:09,4727284,服饰鞋包-商品7284,1,58.75,58.75,0,0,1000684,未退款,已完成,
TB0000481,2026-08-08 03:48:22,4029704,食品生鲜-商品9704,1,8.12,8.12,0,0,1000684,未退款,已完成,
TB0000482,2026-08-09 05:34:41,5026858,家居日用-商品6858,1,146.75,146.75,0,0,1000684,未退款,已完成,
TB0000483,2026-08-09 08:33:56,3383350,美妆个护-商品3350,1,60.09,60.09,0,0,1000684,未退款,已完成,
TB0000484,2026-08-12 11:43:15,5026858,家居日用-商品6858,1,71.53,71.53,0,0,1000684,已退款,已退款,
TB0000485,2026-08-12 12:40:52,920765,美妆个护-商品0765,1,125.75,125.75,0,0,1000684,未退款,已完成,
TB0000486,2026-08-10 11:43:23,4192094,服饰鞋包-商品2094,1,110.24,110.24,0,0,1000686,未退款,已完成,
TB0000487,2026-08-11 09:32:44,4882558,图书文创-商品2558,1,33.54,33.54,0,0,1000688,未退款,已完成,
TB0000488,2026-08-09 10:20:18,3757659,家居日用-商品7659,1,66.57,66.57,0,0,1000694,未退款,已完成,
TB0000489,2026-08-10 10:33:37,1532888,食品生鲜-商品2888,1,36.13,36.13,0,0,1000694,未退款,已完成,
TB0000490,2026-08-10 10:43:42,1723753,图书文创-商品3753,1,46.84,46.84,0,0,1000694,未退款,已完成,
TB0000491,2026-08-08 15:16:47,3370399,食品生鲜-商品0399,1,56.58,56.58,0,0,1000703,未退款,已完成,
TB0000491,2026-08-08 15:16:47,3417857,母婴玩具-商品7857,1,103.76,103.76,0,0,1000703,未退款,已完成,
TB0000492,2026-08-07 03:08:03,3754211,母婴玩具-商品4211,1,112.63,112.63,0,0,1000712,未退款,已完成,
TB0000493,2026-08-07 03:11:50,4329792,数码家电-商品9792,1,85.63,85.63,0,0,1000712,未退款,已完成,
TB0000494,2026-08-08 11:04:39,5082680,服饰鞋包-商品2680,1,79.08,79.08,0,0,1000712,未退款,已完成,
TB0000495,2026-08-06 08:54:22,2116634,食品生鲜-商品6634,1,79.36,79.36,0,0,1000715,未退款,已完成,
TB0000496,2026-08-09 06:29:31,1637172,数码家电-商品7172,1,793.45,793.45,0,0,1000715,未退款,已完成,
TB0000497,2026-08-10 02:08:07,1763707,数码家电-商品3707,1,600.6,600.6,0,0,1000715,未退款,已完成,
TB0000498,2026-08-05 10:16:36,4087718,图书文创-商品7718,1,29.26,29.26,0,0,1000718,未退款,已完成,
TB0000499,2026-08-05 10:16:59,1937418,图书文创-商品7418,1,40.74,40.74,0,0,1000718,未退款,已完成,
TB0000500,2026-08-09 06:02:25,1393008,食品生鲜-商品3008,1,63.59,63.59,0,0,1000718,未退款,已完成,
TB0000500,2026-08-09 06:02:25,3591622,服饰鞋包-商品1622,1,65.98,65.98,0,0,1000718,未退款,已完成,
TB0000501,2026-08-08 04:16:23,3739420,服饰鞋包-商品9420,1,67.15,67.15,0,0,1000722,未退款,已完成,
TB0000502,2026-08-04 13:03:11,1679779,家居日用-商品9779,1,82.22,82.22,0,0,1000723,未退款,已完成,
TB0000503,2026-08-04 13:08:52,46132,家居日用-商品6132,1,89.07,89.07,0,0,1000723,未退款,已完成,
TB0000504,2026-08-09 06:27:18,3122135,数码家电-商品2135,1,867.12,867.12,0,0,1000723,未退款,已完成,
TB0000505,2026-08-09 12:36:07,219767,家居日用-商品9767,1,96.41,96.41,0,0,1000723,未退款,已完成,
TB0000506,2026-08-10 15:04:34,4246902,家居日用-商品6902,1,19.28,19.28,0,0,1000723,未退款,已完成,
TB0000507,2026-08-10 15:13:42,2127965,家居日用-商品7965,1,62.34,62.34,0,0,1000723,未退款,已完成,
TB0000508,2026-08-10 15:15:06,1608948,家居日用-商品8948,1,126.28,126.28,0,0,1000723,未退款,已完成,
TB0000509,2026-08-11 11:18:07,627476,母婴玩具-商品7476,1,46.28,46.28,0,0,1000723,未退款,已完成,
TB0000510,2026-08-11 12:35:03,729577,运动户外-商品9577,1,189.29,189.29,0,0,1000723,未退款,已完成,
TB0000511,2026-08-11 13:05:43,729577,运动户外-商品9577,1,121.58,121.58,0,0,1000723,未退款,已完成,
TB0000512,2026-08-11 13:15:38,1636223,图书文创-商品6223,1,58.27,58.27,0,0,1000723,未退款,已完成,
TB0000513,2026-08-11 13:23:27,4804194,食品生鲜-商品4194,1,87.67,87.67,0,0,1000723,未退款,已完成,
TB0000514,2026-08-11 13:35:17,1394413,家居日用-商品4413,1,125.4,125.4,0,0,1000723,未退款,已完成,
TB0000515,2026-08-11 13:40:27,1326783,家居日用-商品6783,1,43.91,43.91,0,0,1000723,未退款,已完成,
TB0000516,2026-08-11 13:44:03,2300846,运动户外-商品0846,1,85.85,85.85,0,0,1000723,未退款,已完成,
TB0000516,2026-08-11 13:44:03,97733,家居日用-商品7733,1,104.67,104.67,0,0,1000723,未退款,已完成,
TB0000517,2026-08-12 10:57:35,1126783,母婴玩具-商品6783,1,59.75,59.75,0,0,1000727,未退款,已完成,
TB0000518,2026-08-10 10:54:13,1208398,美妆个护-商品8398,1,107.36,107.36,0,0,1000732,未退款,已完成,
TB0000519,2026-08-10 01:45:21,2490956,母婴玩具-商品0956,1,40.19,40.19,0,0,1000735,未退款,已完成,
TB0000520,2026-08-10 16:01:45,1916953,运动户外-商品6953,1,207.98,207.98,0,0,1000735,未退款,已完成,
TB0000521,2026-08-11 13:30:59,48160,运动户外-商品8160,1,48.62,48.62,0,0,1000735,未退款,已完成,
TB0000522,2026-08-05 13:39:54,1016595,图书文创-商品6595,1,63.58,63.58,0,0,1000738,未退款,已完成,
TB0000523,2026-08-05 09:56:02,1393426,运动户外-商品3426,1,330.06,330.06,0,0,1000749,未退款,已完成,
TB0000524,2026-08-12 05:29:07,2240481,服饰鞋包-商品0481,1,116.22,116.22,0,0,1000749,未退款,已完成,
TB0000525,2026-08-06 07:19:41,582970,美妆个护-商品2970,1,66.59,66.59,0,0,1000751,未退款,已完成,
TB0000526,2026-08-12 09:25:50,48995,数码家电-商品8995,1,427.23,427.23,0,0,1000772,未退款,已完成,
TB0000527,2026-08-04 03:40:07,934383,图书文创-商品4383,1,35.73,35.73,0,0,1000792,未退款,已完成,
TB0000528,2026-08-04 16:17:47,174758,图书文创-商品4758,1,35.29,35.29,0,0,1000792,未退款,已完成,
TB0000528,2026-08-04 16:17:47,4053608,图书文创-商品3608,1,67.34,67.34,0,0,1000792,未退款,已完成,
TB0000529,2026-08-06 08:55:16,4203564,图书文创-商品3564,1,48.34,48.34,0,0,1000792,未退款,已完成,
TB0000530,2026-08-10 07:07:11,4582322,图书文创-商品2322,1,36.69,36.69,0,0,1000792,未退款,已完成,
TB0000531,2026-08-05 11:37:08,363858,美妆个护-商品3858,1,197.27,197.27,0,0,1000803,未退款,已完成,
TB0000532,2026-08-08 00:37:23,3229722,数码家电-商品9722,1,636.63,636.63,0,0,1000807,未退款,已完成,
TB0000533,2026-08-08 04:49:24,2352497,食品生鲜-商品2497,1,41.31,41.31,0,0,1000807,未退款,已完成,
TB0000534,2026-08-08 04:58:50,2422515,运动户外-商品2515,1,131.74,131.74,0,0,1000807,未退款,已完成,
TB0000535,2026-08-09 01:17:34,2820398,家居日用-商品0398,1,50.14,50.14,0,0,1000807,未退款,已完成,
TB0000536,2026-08-12 07:22:30,1165927,美妆个护-商品5927,1,177.04,177.04,0,0,1000807,未退款,已完成,
TB0000537,2026-08-10 22:14:29,1164828,数码家电-商品4828,1,713.64,713.64,0,0,1000810,未退款,已完成,
TB0000538,2026-08-08 13:12:36,2704162,家居日用-商品4162,1,108.07,108.07,0,0,1000811,已退款,已退款,
TB0000539,2026-08-09 08:10:03,2670832,家居日用-商品0832,1,54.99,54.99,0,0,1000811,未退款,已完成,
TB0000540,2026-08-08 14:05:12,1855426,母婴玩具-商品5426,1,183.81,183.81,0,0,1000836,未退款,已完成,
TB0000541,2026-08-09 11:56:15,4126364,服饰鞋包-商品6364,1,111.63,111.63,0,0,1000836,未退款,已完成,
TB0000542,2026-08-10 12:05:40,1775442,服饰鞋包-商品5442,1,182.31,182.31,0,0,1000836,未退款,已完成,
TB0000543,2026-08-12 12:09:42,4221187,食品生鲜-商品1187,1,42.28,42.28,0,0,1000836,未退款,已完成,
TB0000544,2026-08-11 06:21:35,2626448,数码家电-商品6448,1,153.74,153.74,0,0,1000840,未退款,已完成,
TB0000545,2026-08-06 12:47:20,3855779,图书文创-商品5779,1,25.25,25.25,0,0,1000856,未退款,已完成,
TB0000546,2026-08-06 12:50:27,5090237,服饰鞋包-商品0237,1,112.75,112.75,0,0,1000856,未退款,已完成,
TB0000547,2026-08-09 09:21:00,2686135,图书文创-商品6135,1,12.38,12.38,0,0,1000856,未退款,已完成,
TB0000548,2026-08-08 03:50:02,4260261,数码家电-商品0261,1,528.28,528.28,0,0,1000857,未退款,已完成,
TB0000549,2026-08-10 15:27:55,3992710,服饰鞋包-商品2710,1,69.01,69.01,0,0,1000865,未退款,已完成,
TB0000550,2026-08-10 15:29:33,375885,图书文创-商品5885,1,24.09,24.09,0,0,1000865,未退款,已完成,
TB0000551,2026-08-05 05:14:48,4705711,食品生鲜-商品5711,1,82.9,82.9,0,0,1000866,未退款,已完成,
TB0000552,2026-08-09 05:53:49,4001836,服饰鞋包-商品1836,1,160.57,160.57,0,0,1000867,未退款,已完成,
TB0000553,2026-08-06 21:56:05,4352733,运动户外-商品2733,1,245.85,245.85,0,0,1000872,未退款,已完成,
TB0000554,2026-08-07 18:45:52,561560,图书文创-商品1560,1,20.49,20.49,0,0,1000872,未退款,已完成,
TB0000555,2026-08-08 13:50:19,2242394,图书文创-商品2394,1,68.76,68.76,0,0,1000872,未退款,已完成,
TB0000556,2026-08-10 11:12:05,2903289,运动户外-商品3289,1,102.5,102.5,0,0,1000872,未退款,已完成,
TB0000557,2026-08-09 01:44:29,2552942,食品生鲜-商品2942,1,13.26,13.26,0,0,1000877,未退款,已完成,
TB0000557,2026-08-09 01:44:29,509172,母婴玩具-商品9172,1,148.32,148.32,0,0,1000877,未退款,已完成,
TB0000557,2026-08-09 01:44:29,3668317,服饰鞋包-商品8317,1,56.41,56.41,0,0,1000877,未退款,已完成,
TB0000557,2026-08-09 01:44:29,2900512,美妆个护-商品0512,1,34.54,34.54,0,0,1000877,未退款,已完成,
TB0000557,2026-08-09 01:44:29,1833783,运动户外-商品3783,1,66.95,66.95,0,0,1000877,未退款,已完成,
TB0000557,2026-08-09 01:44:29,3423009,数码家电-商品3009,1,89.27,89.27,0,0,1000877,未退款,已完成,
TB0000557,2026-08-09 01:44:29,3936676,食品生鲜-商品6676,1,90.44,90.44,0,0,1000877,未退款,已完成,
TB0000558,2026-08-08 08:35:43,4313336,美妆个护-商品3336,1,155.53,155.53,0,0,1000878,未退款,已完成,
TB0000559,2026-08-09 08:47:24,1784366,图书文创-商品4366,1,36.81,36.81,0,0,1000878,已退款,已退款,
TB0000560,2026-08-10 00:16:27,2591004,母婴玩具-商品1004,1,125.08,125.08,0,0,1000878,未退款,已完成,
TB0000561,2026-08-10 01:05:26,1015653,运动户外-商品5653,1,224.24,224.24,0,0,1000878,未退款,已完成,
TB0000562,2026-08-04 15:46:11,1350486,运动户外-商品0486,1,260.03,260.03,0,0,1000896,未退款,已完成,
TB0000563,2026-08-05 16:55:18,518544,家居日用-商品8544,1,18.93,18.93,0,0,1000896,未退款,已完成,
TB0000564,2026-08-06 09:43:47,1459096,母婴玩具-商品9096,1,59.65,59.65,0,0,1000911,未退款,已完成,
TB0000565,2026-08-06 10:04:32,4830753,美妆个护-商品0753,1,175.88,175.88,0,0,1000911,未退款,已完成,
TB0000566,2026-08-06 13:45:33,1403207,服饰鞋包-商品3207,1,168.07,168.07,0,0,1000911,未退款,已完成,
TB0000567,2026-08-12 12:24:36,1574508,运动户外-商品4508,1,147.55,147.55,0,0,1000911,已退款,已退款,
TB0000567,2026-08-12 12:24:36,4619824,运动户外-商品9824,1,90.48,90.48,0,0,1000911,已退款,已退款,
TB0000568,2026-08-08 11:00:36,2292521,母婴玩具-商品2521,1,41.06,41.06,0,0,1000916,未退款,已完成,
TB0000569,2026-08-10 05:33:50,29182,数码家电-商品9182,1,644.83,644.83,0,0,1000916,未退款,已完成,
TB0000570,2026-08-07 16:08:54,504913,运动户外-商品4913,1,67.89,67.89,0,0,1000919,未退款,已完成,
TB0000571,2026-08-08 11:28:05,4793042,家居日用-商品3042,1,91.61,91.61,0,0,1000922,未退款,已完成,
TB0000572,2026-08-11 04:15:53,1583508,家居日用-商品3508,1,147.52,147.52,0,0,1000923,未退款,已完成,
TB0000573,2026-08-06 07:40:39,4784072,服饰鞋包-商品4072,1,66.16,66.16,0,0,1000936,未退款,已完成,
TB0000574,2026-08-06 08:04:56,3346636,美妆个护-商品6636,1,160.8,160.8,0,0,1000936,未退款,已完成,
TB0000575,2026-08-06 05:50:23,130723,食品生鲜-商品0723,1,74.09,74.09,0,0,1000937,未退款,已完成,
TB0000575,2026-08-06 05:50:23,1957598,数码家电-商品7598,1,226.56,226.56,0,0,1000937,未退款,已完成,
TB0000575,2026-08-06 05:50:23,4405603,数码家电-商品5603,1,78.3,78.3,0,0,1000937,未退款,已完成,
TB0000576,2026-08-10 12:32:59,4008453,服饰鞋包-商品8453,1,165.44,165.44,0,0,1000937,未退款,已完成,
TB0000577,2026-08-05 08:15:27,2036338,服饰鞋包-商品6338,1,83.62,83.62,0,0,1000959,未退款,已完成,
TB0000578,2026-08-06 09:30:20,4440716,数码家电-商品0716,1,136.66,136.66,0,0,1000962,未退款,已完成,
TB0000579,2026-08-09 08:02:51,3415673,服饰鞋包-商品5673,1,186.81,186.81,0,0,1000962,未退款,已完成,
TB0000580,2026-08-09 08:37:37,2610053,食品生鲜-商品0053,1,29.55,29.55,0,0,1000962,未退款,已完成,
TB0000581,2026-08-05 01:48:48,1879366,美妆个护-商品9366,1,146.98,146.98,0,0,1000964,未退款,已完成,
TB0000582,2026-08-09 09:59:26,114355,母婴玩具-商品4355,1,118.14,118.14,0,0,1000984,未退款,已完成,
TB0000583,2026-08-10 04:34:39,2924250,数码家电-商品4250,1,127.29,127.29,0,0,1001005,未退款,已完成,
TB0000584,2026-08-11 04:28:22,4435060,数码家电-商品5060,1,177.59,177.59,0,0,1001005,未退款,已完成,
TB0000585,2026-08-09 03:07:35,321820,母婴玩具-商品1820,1,85.37,85.37,0,0,1001009,未退款,已完成,
TB0000586,2026-08-09 03:26:54,3714226,数码家电-商品4226,1,496.75,496.75,0,0,1001009,未退款,已完成,
TB0000587,2026-08-09 03:28:12,3711601,家居日用-商品1601,1,49.71,49.71,0,0,1001009,未退款,已完成,
TB0000588,2026-08-07 10:47:26,779781,数码家电-商品9781,1,339.61,339.61,0,0,1001017,未退款,已完成,
TB0000589,2026-08-07 11:26:06,4716565,运动户外-商品6565,1,186.82,186.82,0,0,1001017,未退款,已完成,
TB0000590,2026-08-05 16:20:56,3181529,美妆个护-商品1529,1,69.26,69.26,0,0,1001018,未退款,已完成,
TB0000591,2026-08-06 13:20:58,362272,图书文创-商品2272,1,45.06,45.06,0,0,1001024,未退款,已完成,
TB0000592,2026-08-08 15:47:11,4805041,母婴玩具-商品5041,1,129.98,129.98,0,0,1001024,未退款,已完成,
TB0000593,2026-08-12 05:12:19,1995682,食品生鲜-商品5682,1,22.04,22.04,0,0,1001048,未退款,已完成,
TB0000594,2026-08-07 12:51:59,2225043,美妆个护-商品5043,1,199.22,199.22,0,0,1001054,未退款,已完成,
TB0000595,2026-08-08 11:53:19,385863,母婴玩具-商品5863,1,32.1,32.1,0,0,1001054,未退款,已完成,
TB0000595,2026-08-08 11:53:19,3887165,食品生鲜-商品7165,1,60.57,60.57,0,0,1001054,未退款,已完成,
TB0000595,2026-08-08 11:53:19,1932441,图书文创-商品2441,1,40.8,40.8,0,0,1001054,未退款,已完成,
TB0000596,2026-08-10 12:03:17,774212,数码家电-商品4212,1,554.05,554.05,0,0,1001054,未退款,已完成,
TB0000597,2026-08-12 05:53:28,2975512,图书文创-商品5512,1,29.86,29.86,0,0,1001054,未退款,已完成,
TB0000598,2026-08-04 07:04:09,4722844,图书文创-商品2844,1,35.38,35.38,0,0,1001065,已退款,已退款,
TB0000599,2026-08-09 09:26:39,4722844,图书文创-商品2844,1,41.1,41.1,0,0,1001065,未退款,已完成,
TB0000600,2026-08-09 09:29:11,4621156,图书文创-商品1156,1,28.29,28.29,0,0,1001065,未退款,已完成,
TB0000600,2026-08-09 09:29:11,4561490,服饰鞋包-商品1490,1,61.68,61.68,0,0,1001065,未退款,已完成,
TB0000601,2026-08-05 04:27:05,1327560,数码家电-商品7560,1,231.03,231.03,0,0,1001081,未退款,已完成,
TB0000602,2026-08-07 10:10:47,3182093,服饰鞋包-商品2093,1,193.14,193.14,0,0,1001081,未退款,已完成,
TB0000602,2026-08-07 10:10:47,2415830,数码家电-商品5830,1,169.03,169.03,0,0,1001081,未退款,已完成,
TB0000603,2026-08-11 15:17:10,2705546,食品生鲜-商品5546,1,33.79,33.79,0,0,1001081,未退款,已完成,
TB0000603,2026-08-11 15:17:10,2933654,食品生鲜-商品3654,1,59.2,59.2,0,0,1001081,未退款,已完成,
TB0000604,2026-08-04 14:15:15,3478088,数码家电-商品8088,1,189.13,189.13,0,0,1001088,未退款,已完成,
TB0000605,2026-08-04 14:17:11,5009940,数码家电-商品9940,1,123.45,123.45,0,0,1001088,未退款,已完成,
TB0000606,2026-08-07 14:35:11,5161341,母婴玩具-商品1341,1,57.07,57.07,0,0,1001092,未退款,已完成,
TB0000607,2026-08-07 14:38:52,5161341,母婴玩具-商品1341,1,131.75,131.75,0,0,1001092,未退款,已完成,
